time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-09-18T19:07:11.910Z,51.4433,174.2943,10,4.5,mb,,103,1.293,0.61,us,us2000hghe,2018-10-08T21:20:46.040Z,"143km S of Shemya Island, Alaska",earthquake,9.8,1.9,0.037,215,reviewed,us,us
2018-09-18T18:09:13.680Z,-26.4967,27.3971,5,4.5,mb,,73,2.193,0.71,us,us2000hjta,2018-10-08T20:59:21.040Z,"9km W of Fochville, South Africa",earthquake,4.6,1.9,0.191,8,reviewed,us,us
2018-09-18T16:54:28.660Z,35.7288,141.9027,8.38,4.7,mb,,141,2.315,0.54,us,us2000hgfj,2018-09-26T15:36:10.040Z,"96km E of Hasaki, Japan",earthquake,7.6,5.2,0.101,30,reviewed,us,us
2018-09-18T16:21:49.100Z,38.4621,141.5577,56.52,5.1,mww,,108,0.846,0.71,us,us2000hgf5,2018-09-26T15:13:48.415Z,"23km ENE of Ishinomaki, Japan",earthquake,5.8,5.4,0.057,30,reviewed,us,us
2018-09-18T12:40:56.960Z,69.5136,-144.1598,10.8,5.1,ml,,,,0.67,ak,ak20257361,2018-09-19T22:04:29.040Z,"64km SSW of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-09-18T12:38:35.590Z,-20.5219,-178.2224,516.46,5.5,mww,,47,4.475,0.92,us,us2000hgcm,2018-09-18T16:17:52.040Z,"51km ENE of Ndoi Island, Fiji",earthquake,10.1,5.4,0.071,19,reviewed,us,us
2018-09-18T11:57:52.040Z,-8.3287,157.2172,10,5.8,mww,,26,2.914,1.02,us,us2000hgcc,2018-10-08T23:54:08.843Z,"48km ESE of Gizo, Solomon Islands",earthquake,7.6,1.9,0.073,18,reviewed,us,us
2018-09-18T10:57:50.010Z,-37.8692,49.9248,10,4.9,mb,,45,13.097,0.85,us,us2000hgc3,2018-09-18T11:28:49.040Z,"Southwest Indian Ridge",earthquake,11.7,1.9,0.088,48,reviewed,us,us
2018-09-18T09:25:29.590Z,-7.4354,125.777,10,5.2,mb,,38,2.746,1.17,us,us2000hgb0,2018-09-18T09:55:31.040Z,"126km N of Dili, East Timor",earthquake,7.7,1.8,0.058,97,reviewed,us,us
2018-09-18T09:24:16.830Z,-30.0669,-177.7194,64.32,5.2,mb,,83,0.839,1.03,us,us2000hgax,2018-09-18T09:44:13.040Z,"90km S of Raoul Island, New Zealand",earthquake,5,7,0.055,108,reviewed,us,us
2018-09-18T08:11:11.290Z,36.0211,139.7672,83.53,4.6,mb,,115,1.367,0.85,us,us2000hgaa,2018-09-29T11:34:04.777Z,"3km ESE of Sugito, Japan",earthquake,4.2,6.6,0.054,104,reviewed,us,us
2018-09-18T07:33:41.950Z,5.341,96.3888,47.1,4.7,mb,,83,0.567,0.58,us,us2000hg9g,2018-09-29T07:16:23.040Z,"18km NE of Reuleuet, Indonesia",earthquake,5.1,7.9,0.127,19,reviewed,us,us
2018-09-18T07:28:08.140Z,-24.637,-175.0735,10,4.7,mb,,98,5.249,1.34,us,us2000hg9e,2018-09-29T07:12:55.040Z,"South of Tonga",earthquake,6.2,2,0.153,13,reviewed,us,us
2018-09-18T07:27:41.330Z,-37.811,49.782,10,6,mww,,22,8.749,1.04,us,us2000hg93,2018-09-29T07:42:38.458Z,"Southwest Indian Ridge",earthquake,4.8,1.7,0.047,43,reviewed,us,us
2018-09-18T07:27:16.260Z,-8.2649,116.2794,10,4.7,mb,,68,2.114,1.28,us,us2000hg94,2018-09-29T07:08:46.314Z,"2km ESE of Lokokrangan, Indonesia",earthquake,5.4,1.9,0.12,21,reviewed,us,us
2018-09-18T07:24:41.060Z,-24.4279,-175.2542,10,5.1,mb,,92,5.359,0.89,us,us2000hg99,2018-09-29T06:57:20.040Z,"South of Tonga",earthquake,9.3,1.9,0.142,16,reviewed,us,us
2018-09-18T05:04:18.910Z,34.6418,24.5011,10,4.5,mb,,149,0.719,1.21,us,us2000hg83,2018-09-18T05:26:31.040Z,"53km SSW of Tympakion, Greece",earthquake,6.2,1.9,0.102,28,reviewed,us,us
2018-09-18T02:03:55.470Z,-6.3499,147.6778,35.66,5.1,mb,,68,3.078,0.89,us,us2000hg6v,2018-09-18T03:12:38.829Z,"34km NW of Finschhafen, Papua New Guinea",earthquake,9,8.5,0.104,30,reviewed,us,us
2018-09-18T01:36:22.260Z,-38.1771,176.3671,156.53,4.8,mb,,63,0.651,0.94,us,us2000hg6g,2018-09-18T02:12:40.850Z,"11km ESE of Rotorua, New Zealand",earthquake,5.7,5.7,0.124,20,reviewed,us,us
2018-09-17T23:00:39.470Z,-2.9666,138.7406,45.28,4.7,mb,,96,6.483,0.65,us,us2000hg4n,2018-10-08T03:02:41.040Z,"208km W of Abepura, Indonesia",earthquake,10.1,7.6,0.045,147,reviewed,us,us
2018-09-17T20:11:16.390Z,-7.0632,129.7047,145.23,4.6,mb,,58,1.825,0.99,us,us2000hg25,2018-09-19T19:02:49.040Z,"203km WNW of Saumlaki, Indonesia",earthquake,8,6.1,0.223,6,reviewed,us,us
2018-09-17T19:00:22.560Z,38.4765,70.5641,10,4.9,mb,,42,0.557,0.87,us,us2000hg0m,2018-09-23T06:04:58.197Z,"62km NE of Muminobod, Tajikistan",earthquake,4.2,1.9,0.042,177,reviewed,us,us
2018-09-17T16:29:16.920Z,-22.7645,-68.8136,117.97,4.5,mb,,81,0.175,0.64,us,us2000hfxa,2018-09-25T17:15:31.040Z,"35km SSE of Calama, Chile",earthquake,4.4,8.8,0.384,2,reviewed,us,us
2018-09-17T15:29:07.640Z,-10.4959,123.9199,10,4.6,mb,,81,0.811,0.59,us,us2000hjqt,2018-09-25T16:44:29.040Z,"51km SE of Kupang, Indonesia",earthquake,4.7,1.9,0.173,10,reviewed,us,us
2018-09-17T09:32:41.470Z,-25.2973,178.3953,577.66,5,mb,,29,7.522,1.39,us,us2000hfru,2018-09-17T09:57:33.040Z,"South of the Fiji Islands",earthquake,5.3,5,0.029,376,reviewed,us,us
2018-09-17T08:19:41.120Z,-9.4087,123.5447,93.7,4.6,mb,,76,0.791,1.11,us,us2000hfr7,2018-09-17T08:47:02.040Z,"32km NW of Naisano Dua, Indonesia",earthquake,5.2,7.6,0.109,25,reviewed,us,us
2018-09-17T05:47:43.630Z,-7.2381,117.4816,534.27,4.5,mb,,27,3.158,1.25,us,us2000hfq4,2018-09-30T07:38:40.247Z,"104km NNW of Labuhankananga, Indonesia",earthquake,6.6,5.5,0.074,54,reviewed,us,us
2018-09-17T04:53:14.650Z,47.1586,151.0298,160.07,4.5,mb,,130,5.654,0.74,us,us2000hfps,2018-10-04T02:18:40.040Z,"251km SE of Vostok, Russia",earthquake,9.5,7.2,0.033,263,reviewed,us,us
2018-09-17T02:32:09.860Z,26.7,129.6996,10,5,mb,,71,1.283,0.88,us,us2000hfp0,2018-10-04T01:21:11.040Z,"172km E of Nago, Japan",earthquake,4.2,1.8,0.043,172,reviewed,us,us
2018-09-17T02:26:26.640Z,26.7525,129.7408,10,4.5,mb,,88,1.315,0.8,us,us2000hjqc,2018-10-04T01:11:48.040Z,"176km E of Nago, Japan",earthquake,5.6,1.9,0.156,13,reviewed,us,us
2018-09-17T02:07:01.620Z,55.9563,163.244,40.64,4.5,mb,,104,3.976,0.84,us,us2000hfnl,2018-10-04T00:17:55.040Z,"56km ESE of Ust'-Kamchatsk Staryy, Russia",earthquake,9.2,6.1,0.055,97,reviewed,us,us
2018-09-17T02:01:39.170Z,-24.536,-175.5326,10,5.1,mb,,77,5.155,1.25,us,us2000hfnm,2018-10-04T00:03:32.040Z,"South of Tonga",earthquake,7.2,1.7,0.057,102,reviewed,us,us
2018-09-17T01:03:32.710Z,-19.4935,168.0419,10,4.5,mb,,242,1.482,1.32,us,us2000hjq0,2018-10-03T23:01:47.040Z,"128km W of Isangel, Vanuatu",earthquake,7,2,0.145,15,reviewed,us,us
2018-09-17T00:24:14.010Z,-15.3926,167.4971,117.29,5.3,mww,,53,5.361,0.99,us,us2000hfmc,2018-10-07T21:26:37.396Z,"38km ENE of Luganville, Vanuatu",earthquake,7.6,4.3,0.065,23,reviewed,us,us
2018-09-17T00:24:10.570Z,34.477,26.4844,22.96,4.9,mww,,42,1.203,0.65,us,us2000hfm5,2018-10-06T23:52:37.040Z,"79km SE of Makry Gialos, Greece",earthquake,6.1,4.6,0.103,9,reviewed,us,us
2018-09-17T00:08:23.270Z,-25.322,178.5306,581.29,4.7,mb,,65,5.019,1.18,us,us2000hflr,2018-10-07T21:41:56.040Z,"South of the Fiji Islands",earthquake,11.9,7.3,0.052,111,reviewed,us,us
2018-09-16T21:30:25.610Z,56.2882,-149.0245,18.89,4.5,mb,,142,2.455,0.75,us,us2000hfk6,2018-09-16T22:30:32.425Z,"264km SE of Kodiak, Alaska",earthquake,6.7,6.8,0.311,3,reviewed,us,us
2018-09-16T21:11:48.450Z,-25.4526,178.2198,569.97,6.5,mww,,40,7.671,1.07,us,us2000hfjk,2018-09-23T22:45:04.118Z,"South of the Fiji Islands",earthquake,9.8,6.1,0.073,18,reviewed,us,us
2018-09-16T20:20:54.940Z,6.5749,130.1497,10,4.9,mb,,120,4.565,0.79,us,us2000hfj7,2018-09-16T20:52:44.040Z,"Palau region",earthquake,9.1,1.9,0.072,61,reviewed,us,us
2018-09-16T17:51:29.100Z,42.6748,141.8671,13.47,4.8,mb,,70,1.161,0.78,us,us2000hfi7,2018-09-18T00:52:39.162Z,"22km E of Tomakomai, Japan",earthquake,6.2,4.9,0.07,63,reviewed,us,us
2018-09-16T16:04:27.530Z,5.7873,126.3024,132.35,4.5,mb,,108,1.462,0.78,us,us2000hicf,2018-09-23T17:22:38.040Z,"64km SSE of Pondaguitan, Philippines",earthquake,9.8,7.1,0.088,38,reviewed,us,us
2018-09-16T15:00:30.740Z,-14.6028,166.8071,35,5.3,mww,,109,6.154,0.75,us,us2000hfhb,2018-09-23T15:05:25.040Z,"55km NNW of Port-Olry, Vanuatu",earthquake,9.4,1.9,0.069,20,reviewed,us,us
2018-09-16T13:58:39.150Z,24.1515,143.464,10,4.5,mb,,166,18.781,0.67,us,us2000hic8,2018-09-23T14:56:55.040Z,"227km ESE of Iwo Jima, Japan",earthquake,9.7,2,0.27,7,reviewed,us,us
2018-09-16T13:32:25.780Z,-20.3503,-70.0282,45.79,4.9,mb,,96,0.125,0.64,us,us2000hfgv,2018-09-23T13:45:34.121Z,"18km SE of Iquique, Chile",earthquake,4.9,3.4,0.107,27,reviewed,us,us
2018-09-16T13:10:47.340Z,-18.0745,-177.9494,537.68,5.3,mww,,45,3.82,1.35,us,us2000hfgl,2018-09-23T13:23:35.040Z,"295km NNE of Ndoi Island, Fiji",earthquake,10.2,5.3,0.073,18,reviewed,us,us
2018-09-16T11:16:38.450Z,-10.3942,161.2292,79.54,4.6,mb,,103,1.58,0.61,us,us2000hffy,2018-09-23T13:03:19.040Z,"75km W of Kirakira, Solomon Islands",earthquake,7.7,6.6,0.092,35,reviewed,us,us
2018-09-16T10:52:37.540Z,26.7024,129.5769,10,4.8,mb,,87,1.173,0.61,us,us2000hicd,2018-09-23T12:55:52.040Z,"159km E of Nago, Japan",earthquake,2.5,1.9,0.097,33,reviewed,us,us
2018-09-16T09:45:03.240Z,-18.0285,-178.4817,557.76,4.5,mb,,193,3.312,0.7,us,us2000hiby,2018-09-23T12:39:17.040Z,"288km SE of Lambasa, Fiji",earthquake,15.2,8.4,0.104,27,reviewed,us,us
2018-09-16T06:54:33.790Z,-4.8925,102.9505,56.17,5,mb,,65,2.636,0.78,us,us2000hfdd,2018-09-16T07:12:24.040Z,"91km W of Kuripan, Indonesia",earthquake,6.7,5.5,0.063,82,reviewed,us,us
2018-09-16T04:56:25.680Z,-34.312,116.7708,10,5.3,mww,,42,1.434,1.27,us,us2000hfcw,2018-10-03T04:58:57.236Z,"57km E of Manjimup, Australia",earthquake,8.8,1.7,0.083,14,reviewed,us,us
2018-09-16T04:30:14.200Z,16.2384,-98.4345,10,4.7,mb,,159,0.332,0.84,us,us2000hfck,2018-10-09T22:37:34.466Z,"25km S of Cuajinicuilapa, Mexico",earthquake,3.4,1.9,0.028,380,reviewed,us,us
2018-09-16T02:52:42.630Z,-35.8277,-102.6337,10,4.7,mb,,59,10.405,0.62,us,us2000hict,2018-09-29T22:03:38.040Z,"Southeast of Easter Island",earthquake,11.5,1.9,0.08,47,reviewed,us,us
2018-09-16T00:36:06.490Z,-48.3746,107.2171,10,4.8,mb,,62,18.038,0.72,us,us2000hfbd,2018-10-06T04:44:54.040Z,"Southeast Indian Ridge",earthquake,12.7,1.8,0.119,22,reviewed,us,us
2018-09-16T00:03:26.210Z,6.3515,126.1814,144.27,4.7,mb,,92,0.931,0.78,us,us2000hfah,2018-10-06T03:52:40.040Z,"1km SSE of Pondaguitan, Philippines",earthquake,8.1,5.6,0.067,68,reviewed,us,us
2018-09-16T00:01:22.400Z,-34.724,-178.3949,10,4.7,mb,,195,3.891,1.23,us,us2000hfai,2018-10-06T04:00:43.040Z,"South of the Kermadec Islands",earthquake,7.1,1.9,0.175,10,reviewed,us,us
2018-09-15T23:10:02.750Z,-17.858,-178.1632,495.97,4.9,mb,,30,3.606,0.68,us,us2000hfa8,2018-10-06T03:36:42.040Z,"Fiji region",earthquake,10.4,5.8,0.049,129,reviewed,us,us
2018-09-15T21:33:41.060Z,-27.9162,74.3995,10,4.6,mb,,101,44.526,0.63,us,us2000hian,2018-10-06T01:19:23.040Z,"Mid-Indian Ridge",earthquake,15.8,1.9,0.114,23,reviewed,us,us
2018-09-15T19:19:14.300Z,6.2195,120.3065,10,4.7,mb,,125,5.096,0.47,us,us2000hf8k,2018-10-05T22:00:25.040Z,"28km W of Pandan Niog, Philippines",earthquake,11.1,1.9,0.09,37,reviewed,us,us
2018-09-15T18:39:07.430Z,35.3801,141.2864,29.41,4.5,mww,,123,0.798,0.94,us,us2000hf7s,2018-10-08T20:25:39.040Z,"56km SE of Hasaki, Japan",earthquake,5.8,5,0.127,6,reviewed,us,us
2018-09-15T18:34:37.190Z,26.7272,129.6934,21.88,4.6,mb,,90,1.274,1.03,us,us2000hiag,2018-10-08T20:07:33.040Z,"171km E of Nago, Japan",earthquake,5.8,1.9,0.206,8,reviewed,us,us
2018-09-15T16:35:16.780Z,51.5719,16.1921,10,4.7,mb,,34,1.992,1.35,us,us2000hf7a,2018-09-19T17:10:37.040Z,"3km SSE of Grebocice, Poland",earthquake,5.8,1.9,0.06,85,reviewed,us,us
2018-09-15T16:24:34.890Z,26.575,129.5298,10.79,5.6,mww,,31,1.154,0.7,us,us2000hf73,2018-09-19T17:02:17.786Z,"154km E of Nago, Japan",earthquake,7.1,3.2,0.046,46,reviewed,us,us
2018-09-15T15:40:15.080Z,49.8462,156.173,49.47,5.4,mww,,53,3.403,0.65,us,us2000hf6l,2018-09-19T16:10:23.040Z,"92km S of Severo-Kuril'sk, Russia",earthquake,8.3,4,0.075,17,reviewed,us,us
2018-09-15T15:37:59.290Z,26.68,129.6343,8.35,5.2,mww,,69,1.227,0.8,us,us2000hf6h,2018-09-19T15:55:03.040Z,"165km E of Nago, Japan",earthquake,7.4,3.5,0.063,24,reviewed,us,us
2018-09-15T15:15:42.870Z,19.1225,145.8825,84.76,4.6,mb,,104,3.861,0.45,us,us2000hf6e,2018-09-19T15:37:38.040Z,"45km NNE of Agrihan, Northern Mariana Islands",earthquake,12.4,8.6,0.083,43,reviewed,us,us
2018-09-15T15:13:18.010Z,-9.7657,-78.4957,65.66,4.9,mb,,77,2.741,0.59,us,us2000hf65,2018-09-19T15:34:58.725Z,"50km NW of Huarmey, Peru",earthquake,8.9,3.2,0.037,231,reviewed,us,us
2018-09-15T13:53:38.750Z,26.7453,129.7348,10,4.9,mww,,73,1.31,0.81,us,us2000hf5n,2018-09-19T15:22:25.040Z,"175km E of Nago, Japan",earthquake,5.1,1.8,0.089,12,reviewed,us,us
2018-09-15T12:42:17.830Z,-55.0614,-129.0396,10,5,mb,,132,30.708,0.44,us,us2000hf50,2018-09-23T12:26:37.040Z,"Pacific-Antarctic Ridge",earthquake,16.8,1.9,0.092,38,reviewed,us,us
2018-09-15T10:45:32.200Z,18.1337,147.2618,10,5.2,mb,,98,3.204,0.95,us,us2000hf42,2018-09-15T15:51:15.040Z,"157km E of Pagan, Northern Mariana Islands",earthquake,8.9,1.9,0.039,211,reviewed,us,us
2018-09-15T08:32:21.290Z,26.5995,129.5698,10,5.1,mb,,73,1.184,0.91,us,us2000hf2g,2018-09-15T08:51:12.040Z,"158km E of Nago, Japan",earthquake,5.9,1.8,0.039,211,reviewed,us,us
2018-09-15T08:19:18.260Z,26.5841,129.5462,10,4.9,mb,,73,1.166,0.93,us,us2000hf2c,2018-09-15T08:39:22.040Z,"156km E of Nago, Japan",earthquake,3,1.9,0.068,67,reviewed,us,us
2018-09-15T08:05:29.280Z,26.6579,129.5633,10,5.6,mww,,34,1.167,0.86,us,us2000hf24,2018-09-18T14:53:10.040Z,"158km E of Nago, Japan",earthquake,5.5,1.8,0.073,18,reviewed,us,us
2018-09-15T05:38:38.370Z,26.778,129.6497,10,4.8,mb,,89,1.232,0.56,us,us2000hf10,2018-09-15T06:08:06.040Z,"167km E of Nago, Japan",earthquake,5.5,1.9,0.071,60,reviewed,us,us
2018-09-15T04:54:38.160Z,26.6804,129.6386,10,4.9,mb,,74,1.231,0.66,us,us2000hf0m,2018-10-03T04:19:53.040Z,"165km E of Nago, Japan",earthquake,2.4,1.8,0.047,143,reviewed,us,us
2018-09-15T04:52:48.080Z,26.6592,129.6182,10,4.9,mb,,73,1.216,0.47,us,us2000hf0x,2018-09-16T22:02:46.040Z,"163km E of Nago, Japan",earthquake,7.3,1.4,0.053,111,reviewed,us,us
2018-09-15T04:40:19.690Z,26.6985,129.5628,10,5.4,mww,,55,1.161,0.6,us,us2000hf01,2018-10-03T03:07:50.636Z,"158km E of Nago, Japan",earthquake,8.3,1.7,0.053,34,reviewed,us,us
2018-09-15T04:29:49.850Z,-1.3123,-15.5285,10,4.7,mb,,76,13.28,0.75,us,us2000hezz,2018-10-03T00:40:44.040Z,"North of Ascension Island",earthquake,12.6,1.9,0.097,32,reviewed,us,us
2018-09-15T04:14:35.200Z,26.6969,129.6547,10,4.9,mb,,70,1.243,0.6,us,us2000hezn,2018-10-02T22:01:16.040Z,"167km E of Nago, Japan",earthquake,8,1.8,0.04,198,reviewed,us,us
2018-09-15T04:13:09.260Z,26.6535,129.6305,10,4.5,mb,,90,1.227,0.79,us,us2000hi9g,2018-10-02T21:54:28.040Z,"164km E of Nago, Japan",earthquake,4.6,1.9,0.181,10,reviewed,us,us
2018-09-15T03:51:16.800Z,26.6719,129.5944,10,4.6,mb,,92,1.193,0.92,us,us2000hi9p,2018-10-05T21:43:51.040Z,"161km E of Nago, Japan",earthquake,5.3,1.9,0.128,18,reviewed,us,us
2018-09-15T03:47:55.040Z,37.1672,71.8104,167.24,4.5,mb,,66,0.381,0.81,us,us2000hez5,2018-10-05T05:56:19.040Z,"10km S of Roshtqal'a, Tajikistan",earthquake,6.9,3.6,0.093,34,reviewed,us,us
2018-09-15T03:32:46.420Z,-52.2366,15.5845,10,4.5,mb,,98,20.207,1.26,us,us2000hi9f,2018-10-05T05:51:22.040Z,"Southwest of Africa",earthquake,14.7,1.9,0.14,15,reviewed,us,us
2018-09-15T02:58:19.990Z,44.408,149.2402,35,4.5,mb,,176,4.783,0.49,us,us2000heyc,2018-10-05T00:51:05.040Z,"141km SE of Kuril'sk, Russia",earthquake,6.3,2,0.086,40,reviewed,us,us
2018-09-15T02:50:33.280Z,-52.3046,15.6742,10,4.8,mb,,52,20.261,1.03,us,us2000hi9c,2018-10-05T00:32:14.040Z,"Southwest of Africa",earthquake,13,1.8,0.113,24,reviewed,us,us
2018-09-15T01:48:29.130Z,26.7476,129.5933,10,4.8,mb,,78,1.183,0.49,us,us2000hexr,2018-10-04T23:05:19.040Z,"161km E of Nago, Japan",earthquake,6,1.8,0.079,50,reviewed,us,us
2018-09-15T01:42:50.540Z,26.7751,129.5914,29.89,4.5,mb,,91,1.18,0.57,us,us2000hi9n,2018-10-03T05:58:30.040Z,"162km E of Nago, Japan",earthquake,6.1,6.5,0.192,9,reviewed,us,us
2018-09-15T01:41:58.020Z,26.7167,129.6157,29.89,4.6,mb,,95,1.206,0.84,us,us2000hi9k,2018-10-04T22:48:27.040Z,"163km E of Nago, Japan",earthquake,6.8,6.1,0.151,14,reviewed,us,us
2018-09-15T00:40:56.910Z,-23.0461,171.2976,10,5.2,mww,,96,3.579,1.16,us,us2000hex2,2018-10-06T22:35:08.040Z,"105km SW of Ile Hunter, New Caledonia",earthquake,6.6,1.7,0.103,9,reviewed,us,us
2018-09-15T00:08:21.430Z,26.7302,129.6429,9.32,5.7,mww,,24,1.229,0.67,us,us2000hewm,2018-10-06T22:17:35.229Z,"166km E of Nago, Japan",earthquake,4.8,2.7,0.051,37,reviewed,us,us
2018-09-14T18:15:11.750Z,-32.5454,-71.6043,32.47,4.5,mwr,,68,0.259,0.98,us,us2000heqr,2018-10-08T15:50:04.987Z,"36km WSW of La Ligua, Chile",earthquake,4.7,4.4,0.039,63,reviewed,us,us
2018-09-14T15:50:16.860Z,-2.709,138.7776,38.45,5.8,mww,,20,6.524,0.93,us,us2000hep2,2018-09-14T21:07:36.040Z,"200km W of Abepura, Indonesia",earthquake,6.3,3.6,0.053,34,reviewed,us,us
2018-09-14T11:20:02.590Z,-16.0473,-71.4991,120.99,5.4,mww,,65,2.468,1.15,us,us2000hekx,2018-09-14T17:51:15.040Z,"8km SSW of Pucara, Peru",earthquake,8,7.3,0.069,20,reviewed,us,us
2018-09-14T10:50:38.740Z,-19.2478,-69.3235,107.09,4.6,mb,,95,0.435,0.88,us,us2000hekj,2018-09-14T11:43:59.040Z,"118km SSE of Putre, Chile",earthquake,6.7,6.3,0.065,70,reviewed,us,us
2018-09-14T07:58:18.300Z,-25.0872,179.9881,479.43,4.7,mb,,73,4.537,0.8,us,us2000heis,2018-09-14T08:28:29.040Z,"South of the Fiji Islands",earthquake,11.5,7.7,0.055,100,reviewed,us,us
2018-09-14T07:51:26.040Z,7.0988,94.2279,85.74,5.1,mww,,64,3.28,1.06,us,us2000heil,2018-09-14T18:15:07.040Z,"139km SE of Mohean, India",earthquake,7.6,5.8,0.073,18,reviewed,us,us
2018-09-14T05:35:24.960Z,36.8229,140.6774,12.84,4.6,mwr,,128,1.048,0.62,us,us2000hegx,2018-09-16T02:10:57.627Z,"7km NW of Kitaibaraki, Japan",earthquake,4.9,2.6,0.069,20,reviewed,us,us
2018-09-14T04:12:37.480Z,-7.7362,-74.5889,150.37,5,mww,,86,1.867,0.94,us,us2000hefr,2018-09-14T17:54:51.040Z,"64km SE of Contamana, Peru",earthquake,7.2,6.3,0.073,18,reviewed,us,us
2018-09-14T02:00:58.080Z,-3.0645,138.1055,64.44,4.5,mb,,214,5.85,1.06,us,us2000hef0,2018-09-14T02:44:56.040Z,"216km ENE of Enarotali, Indonesia",earthquake,15.4,19.5,0.156,12,reviewed,us,us
2018-09-14T01:36:00.440Z,8.6994,-83.2463,15.78,4.6,mwr,,108,0.295,0.99,us,us2000heeg,2018-09-14T12:55:42.936Z,"11km NW of Golfito, Costa Rica",earthquake,7.1,4.6,0.075,17,reviewed,us,us
2018-09-13T23:52:47.830Z,0.6273,29.9281,10,4.5,mb,,92,1.465,0.86,us,us2000hi5x,2018-10-01T04:35:43.040Z,"17km SW of Bundibugyo, Uganda",earthquake,9.3,2,0.313,3,reviewed,us,us
2018-09-13T21:54:22.380Z,42.7494,141.934,26.62,4.5,mwr,,71,1.166,0.7,us,us2000he9l,2018-09-25T03:15:36.831Z,"24km ESE of Chitose, Japan",earthquake,6,4.3,0.086,13,reviewed,us,us
2018-09-13T21:31:09.450Z,36.5216,71.2044,230.14,4.5,mb,,36,0.785,0.6,us,us2000he7w,2018-10-05T03:46:32.040Z,"34km WSW of Ashkasham, Afghanistan",earthquake,6.8,5.9,0.032,285,reviewed,us,us
2018-09-13T18:38:23.930Z,-15.6334,-175.1608,246.72,4.5,mb,,62,3.694,0.79,us,us2000hi5p,2018-10-10T14:10:31.040Z,"155km WNW of Hihifo, Tonga",earthquake,10.7,6.5,0.081,45,reviewed,us,us
2018-09-13T17:34:12.390Z,-34.8245,-179.3472,20.09,5.3,mww,,115,3.326,0.71,us,us2000he2j,2018-10-08T20:36:17.040Z,"South of the Kermadec Islands",earthquake,8.7,3.8,0.059,28,reviewed,us,us
2018-09-13T16:49:17.100Z,3.1532,128.1149,140.37,5,mb,,112,2.48,0.72,us,us2000he1s,2018-10-06T20:26:10.040Z,"157km N of Tobelo, Indonesia",earthquake,8.9,7.6,0.041,192,reviewed,us,us
2018-09-13T12:03:20.030Z,-15.5678,-70.1596,217.41,4.5,mb,,114,2.079,1.21,us,us2000hdyf,2018-10-09T06:52:03.040Z,"8km SSW of Juliaca, Peru",earthquake,9.4,10.2,0.089,37,reviewed,us,us
2018-09-13T11:38:04.760Z,-55.8773,-123.2114,10,5.5,mww,,50,27.914,1.21,us,us2000hdy6,2018-10-09T06:50:18.981Z,"Southern East Pacific Rise",earthquake,13.3,1.8,0.075,17,reviewed,us,us
2018-09-13T08:27:07.320Z,-14.2012,-13.6996,10,4.9,mb,,66,22.517,0.67,us,us2000hdvq,2018-09-13T08:52:11.040Z,"Southern Mid-Atlantic Ridge",earthquake,10.3,1.5,0.092,37,reviewed,us,us
2018-09-13T06:27:01.550Z,-35.0597,-179.4059,10,4.8,mb,,87,3.106,0.94,us,us2000hdu8,2018-09-13T07:00:30.304Z,"East of the North Island of New Zealand",earthquake,6.2,1.8,0.105,28,reviewed,us,us
2018-09-13T02:23:19.690Z,13.4504,144.6247,95.03,4.5,mb,,53,0.274,0.66,us,us2000hdt0,2018-09-13T11:52:35.691Z,"7km NNW of Agat Village, Guam",earthquake,11.9,4.2,0.065,69,reviewed,us,us
2018-09-12T22:51:04.860Z,-39.8928,44.4516,10,5.1,mb,,49,15.026,0.77,us,us2000hdqn,2018-10-03T05:28:32.040Z,"Southwest Indian Ridge",earthquake,10.2,1.6,0.056,106,reviewed,us,us
2018-09-12T22:32:39.260Z,-3.8139,151.6166,10,5.1,mww,,50,0.662,0.54,us,us2000hdqb,2018-10-03T04:23:49.040Z,"74km NW of Rabaul, Papua New Guinea",earthquake,6.7,1.8,0.071,19,reviewed,us,us
2018-09-12T18:07:50.570Z,0.0791,123.6919,120.82,4.7,mb,,47,1.444,1.1,us,us2000hdjw,2018-10-03T12:39:13.040Z,"46km SW of Molibagu, Indonesia",earthquake,8.1,7.7,0.068,65,reviewed,us,us
2018-09-12T17:32:37.160Z,-5.6506,147.3076,123.16,4.5,mb,,92,3.732,0.85,us,us2000hhl3,2018-10-04T21:57:26.040Z,"122km NNW of Finschhafen, Papua New Guinea",earthquake,9.5,7.2,0.1,29,reviewed,us,us
2018-09-12T16:34:01.390Z,42.6477,142.0271,43.95,4.5,mb,,84,1.049,1.08,us,us2000hdhg,2018-10-02T04:50:23.040Z,"34km E of Tomakomai, Japan",earthquake,6.2,9.2,0.1,29,reviewed,us,us
2018-09-12T15:35:16.080Z,13.2268,-87.83,10,4.7,mb,,129,0.925,0.89,us,us2000hdfj,2018-10-02T02:06:23.449Z,"9km SSE of Conchagua, El Salvador",earthquake,5.8,1.9,0.041,184,reviewed,us,us
2018-09-12T11:06:34.230Z,32.7234,105.6616,10,5,mww,,19,4.082,0.6,us,us2000hddm,2018-10-04T10:41:28.618Z,"17km ENE of Shazhou, China",earthquake,7.9,1.9,0.062,25,reviewed,us,us
